Name,Manufacturer,Serial Number,Category,Purchase Date,Purchase Cost,Location,Company,Order Number,Quantity,Notes,Model Number,Min Qty,Supplier
Chili Lime Shrimp,Flipbug,80842918-3c27-48d9-849b-053c53b22ebf,Electronics,2025-01-04,8.99,Dadian,"Schuppe, Yost and Grady",23908,268,"Frozen shrimp seasoned with chili and lime, perfect for quick dinners.",,7,Photobug
Cauliflower Rice Stir-Fry,Camido,a29dd163-25bf-4d80-805c-3d5503cba0a8,Movies,2025-08-20,,Patria,"Volkman, Reichert and Hand",34081,269,Frozen cauliflower rice blended with mixed vegetables and seasonings.,Frozen mango chunks for smoothies or snacking.,110,Divavu
Organic Baby Spinach,Skyba,a6f21fe4-2725-486c-8690-dc69433de4ed,Jewelry,2025-08-30,2.99,Kayasula,,23286,236,"Fresh baby spinach leaves, great for salads and smoothies.",Delicious mini donuts dusted with cinnamon sugar.,263,Gabtune
Handcrafted Wooden Jewelry Box,Demizz,25915fb6-b331-4adc-b0f7-6345348211e0,Grocery,2025-11-03,,,"Schaden, McLaughlin and Beatty",52995,62,Beautifully crafted jewelry box with compartments for storage.,"Super soft fleece blanket, perfect for coziness.",6,Edgepulse
Eco-Friendly Beeswax Wraps,Riffpedia,6cb7bcc1-b509-4ffb-b54d-cc0ccc0f1ad3,Books,2025-06-06,14.99,,,28881,144,"Reusable wraps for food storage, replacing plastic wraps.","Frozen shrimp sautéed in garlic butter, ready to thaw and serve over pasta or rice.",3,
Tomato Basil Pasta Sauce,Vipe,2f69b959-98ae-4540-8bc6-159d6103d2b0,Shoes,2025-10-05,3.99,Quimper,"Frami, Hermann and Pollich",67803,229,Rich and flavorful pasta sauce made with ripe tomatoes and basil.,Refreshing cranberry juice with no added sugar.,7,Camimbo
Electric Kettle,Bluejam,,Grocery,2025-05-09,39.99,,Jast-Dietrich,26521,111,Rapid boil electric kettle with temperature control.,Burr coffee grinder for fresh ground coffee.,,Realbridge
Grilled Vegetable Medley,Eayo,d9ce4914-b800-41b9-8e1b-866c33c8cd09,Electronics,2025-01-25,4.49,Bridgewater,Stokes-Rohan,44511,282,"A mix of grilled vegetables, ready to heat for quick side dishes.","Tangy goat cheese infused with herbs, perfect for snacking.",160,Yotz
Multi-Function Meat Tenderizer,Gabcube,fced24ea-b113-4fe8-9b79-a254c34732c3,Home,2025-12-30,,Santa Adélia,,24481,193,,"Light and fluffy cream cheese, perfect for bagels or cooking.",125,Vipe
Zesty Garlic Marinade,Fatz,43607239-7acd-4363-a003-6cc4c0e27c9e,Shoes,2025-06-25,4.49,,"Crist, Hettinger and Nienow",,242,"A tangy marinade for meats and veggies, packed with garlic flavor.",HD streaming device for accessing popular services.,,Quinu
Handmade Soap Making Kit,Oodoo,67359aad-4fdc-4a21-b993-3b205f16e665,Beauty,2026-01-27,,Las Palmas,Braun LLC,73215,67,Complete kit for crafting your own scented soaps.,"A refreshing salad with chickpeas, cucumber, tomatoes, and a light vinaigrette dressing.",151,
Fridge Magnet Set,Nlounge,,Toys,2025-07-28,15.99,Novokhovrino,Nienow and Sons,57134,147,Fun fridge magnets to decorate your kitchen.,,,Devpoint
Maple Syrup,Leexo,,Music,2025-09-18,6.99,Getafe,Littel LLC,54712,34,Pure maple syrup for pancakes and more.,Educational robotics kit for building and programming.,296,Agivu
Apple Cinnamon Instant Oatmeal,Babblestorm,338b5433-a97d-4a4f-afe0-033eabb895a5,Toys,2025-03-11,3.49,Pasonobenu,,2302,40,"Quick oatmeal packets infused with apple and cinnamon, perfect for breakfast.","Ready-to-eat chia seed pudding made with coconut milk, perfect for breakfast or dessert.",216,Twitterbridge
Fitness Jump Rope with LCD Counter,Brainbox,534be0d9-0554-4922-a3e5-e156ee68f3f4,Baby,2025-01-24,15.99,,,88884,158,Weighted jump rope that counts jumps and calories burned.,Lightweight fishing rod suitable for beginners.,,Voonix
Garlic Parmesan Wings,Zazio,f3fea230-5140-4e37-8520-8e711347fab3,Games,2025-03-14,8.99,Jicomé,Nader Group,6424,81,Frozen chicken wings with garlic parmesan sauce.,Comfortable pet bed for small to medium-sized dogs.,188,Trunyx
Cacao Nibs,Meevee,9565953d-e173-4892-b1a0-4152ff8275e7,Shoes,2025-12-01,6.49,Narowlya,Hudson Inc,89300,211,"Crunchy cacao nibs, great for adding to smoothies or baking.",Everyday flats that combine comfort and style.,181,Kimia
Slim Wallet,Browsetype,55a7aaf2-bf2d-458c-9de0-e5ad9219308f,Electronics,2025-04-20,24.99,Kozel’shchyna,Tremblay Group,46019,25,RFID-blocking slim wallet for cards and cash.,Light and crunchy rice cakes with a variety of flavors.,45,Omba
Roasted Chickpeas,Mybuzz,,Games,2026-01-09,2.99,,Reinger-Jacobson,41075,66,Crispy roasted chickpeas seasoned to perfection,Practical organizer for keeping your home tidy and clutter-free.,91,
Peanut Butter Cookies,Zoombeat,9af11230-9129-4480-a418-1bc4ff3119e8,Automotive,2025-09-09,3.49,Badulla,"Corwin, Moen and Buckridge",21475,134,,Spicy buffalo sauce ideal for wings or dipping.,143,Yakidoo
Organic Whole Grain Oats,Bubbletube,,Clothing,2025-08-17,,Biruinţa,"Ferry, Ledner and Willms",85810,18,Whole grain oats that are perfect for breakfast or baking.,Non-slip mat designed for yoga and fitness exercises.,223,Rhycero
Almond Coconut Granola,Flipopia,,Industrial,2025-02-19,3.99,Goyty,,21275,44,Crunchy granola with almonds and coconut.,,141,Rhynyx
Surimi Crab Sticks,Skyvu,888bd13b-f27f-44f4-91c2-d02f2deea1c5,Electronics,2025-08-26,4.19,,Luettgen-Smitham,,246,"Synthetic crab meat sticks, great for salads and sushi.",,70,Gigazoom
Coconut Milk Ice Cream,Gigazoom,7cbc448a-f173-466b-90a3-72350f28cd7e,Computers,2025-09-19,6.99,,,20891,210,"Dairy-free ice cream made with coconut milk, creamy and delicious.",,20,Twimbo
Baked Falafel,Photolist,2ba64e93-7901-4c65-a9ac-3bbab24e2347,Industrial,2025-10-24,5.49,Curuggoong,Greenfelder and Sons,17740,56,"Crispy baked falafel balls, perfect for salads","Fresh pomegranate juice, rich in antioxidants.",164,
Fitness Jump Rope with LCD Counter,Ntags,2745911f-7f7c-4d22-9bb7-4d6e4acb3466,Tools,2025-06-22,15.99,Uddevalla,,,222,Weighted jump rope that counts jumps and calories burned.,Precision cooker for perfect sous vide cooking.,26,Feednation
Guitar Tuner,Ntag,53c7e4c3-1997-4dce-a5c3-f019526c6c45,Toys,2025-08-19,19.99,,"Schumm, Fahey and Medhurst",15407,178,Clip-on guitar tuner with LCD display.,Protective goggles for DIY and construction work.,281,Realbuzz
Chocolate Mint Protein Shake,Avamba,b0d55b38-7abb-4224-81fb-71e741050003,Books,2025-05-30,3.99,Kawit,Rohan Inc,44689,221,A nutritious shake with rich chocolate and refreshing mint flavors.,"A sweet and tart jam, perfect on toast or in desserts.",91,Edgewire
Coconut Flakes,Babblestorm,,Computers,2025-01-12,3.29,,,1146,79,Unsweetened coconut flakes for baking and topping.,Compact vacuum designed specifically for cleaning vehicles.,162,Wordpedia
Cinnamon Sugar Tortilla Chips,Topicshots,2ca559cd-2bed-4d68-aa8e-f269896dada2,Grocery,2025-06-02,,Fujinomiya,Jakubowski-Halvorson,16325,21,"Crispy chips with a sweet twist, perfect for dipping.",Wi-Fi enabled plug for controlling devices from your smartphone.,46,Skaboo
Roasted Chickpeas,Plambee,19af4ab4-12c8-4669-b671-4ad33cf6c7b5,Music,2026-01-15,,Camanducaia,Larkin-Abshire,,118,Crispy roasted chickpeas seasoned to perfection,Healthy chia pudding made with mango and coconut milk.,15,Meezzy
Sweet Chili Dipping Sauce,,,Automotive,2025-06-03,2.99,Banaybanay,,,253,A sweet and spicy sauce ideal for spring rolls or chicken nuggets.,"Freshly baked artisan bread, perfect for sandwiches or toasting.",188,Innojam
Infrared Thermometer Gun,Mybuzz,,Games,2025-06-12,29.99,Dębowa Łąka,Deckow-Pollich,80168,4,Non-contact thermometer for quick and easy temperature readings.,Set of whisks in various sizes for cooking.,87,Skyba
Organic Spinach,Thoughtmix,d5ad2af1-10cc-453d-b267-0228fb8881c9,Shoes,2025-02-19,2.99,Volovets,"Gerhold, Toy and Hand",64794,229,"Fresh organic spinach, great for salads or cooking.",Cozy beanie hat to keep your head warm in the cold.,33,Cogilith
Granola Cereal,Janyx,c84b7eb7-800f-46d8-a712-0114d04807d9,Games,2025-05-06,4.49,,,43798,170,,Lightweight and portable chair for camping or events.,127,Trilia
A-Line Skirt,Abatz,17878d6b-3fe0-47fe-b46a-471749470767,Computers,2025-05-15,,Wongsorejo,,27567,46,"Classic A-line skirt that flatters every figure, perfect for work or play.",Marinated grilled chicken breasts seasoned with garlic and herbs.,61,Yambee
Pet First Aid Kit,Zazio,e83f70ca-fe12-48cc-9b33-e7d76b973363,Clothing,2025-09-17,,Chão,"Bergnaum, Moen and Borer",55757,98,Essential kit for taking care of your pets' health emergencies.,Comfortable gaming headset with surround sound.,114,
Blue Denim Jeans,Kwilith,,Beauty,2025-12-22,49.99,,"Yost, Gislason and Lemke",,42,Classic fit blue jeans with a slight stretch for comfort and durability.,,251,Nlounge
Chewy Granola Bars,Wikizz,cf56d9d9-1411-4f90-b55a-6c07dcaaa8e2,Industrial,2025-03-11,3.49,Nkpor,"Gibson, Green and Ryan",51635,136,Oats and honey bars with a chewy texture and nutty flavor.,,31,Riffpedia
Scented Candle Set,Tagfeed,c26ad094-cbad-457b-9891-3e0e95177b38,Tools,2025-06-17,24.99,Arruda dos Vinhos,Baumbach-Hodkiewicz,37615,207,Set of soothing scented candles for relaxation and ambiance.,Easy-to-make falafel mix for a tasty vegetarian meal.,1,Yoveo
Pesto Pasta Salad,Quire,23c912d5-b9e0-419c-a3a9-5b73b70de0d4,Beauty,2025-12-11,4.99,Póvoa de Santo António,Ankunding-Pollich,46955,75,,"A rich marinade perfect for meats and vegetables, infused with Italian herbs and balsamic vinegar.",87,
Kids' Activity Book,Youopia,9e4710d3-6ee9-4003-b57e-a173599ba5a0,Automotive,2025-05-06,14.99,,Strosin-Quitzon,68243,228,Fun book filled with puzzles and games for kids.,"Crumbled feta cheese, perfect for salads and Mediterranean dishes.",255,Meemm
Chocolate Chip Muffins,Browsecat,bc5f9861-95a0-4931-8316-34aa7be573fd,Industrial,2025-11-13,3.99,Blaye,Dach-Aufderhar,13700,258,,"Versatile holder that can be used on desks, cars, and more.",175,Riffwire
Organic Green Apples,,,Baby,2025-05-20,1.49,Kirkop,Graham and Sons,,155,"Fresh and tart organic green apples, great for snacking or baking.",Comfortable and reusable face masks in different styles.,261,Voomm
Cranberry Lime Sparkling Water,Zoonoodle,,Clothing,2026-02-06,1.5,Xiaolou,Sawayn Inc,95681,222,Refreshing sparkling water infused with cranberry and lime flavors.,,,
Ceramic Knife Set,Wordware,,Tools,2025-04-25,39.99,Huatajata,Welch Inc,29144,59,,All-natural skincare set for daily use.,,Npath
Nordic Berry Smoothie,,4293576f-34d6-4834-a443-8bcfcbd783b0,Shoes,2025-11-01,3.99,,,7582,40,Frozen smoothie blend with berries for a quick and healthy breakfast.,"Seasonal pumpkin ice cream, perfect for fall.",99,Dabvine
Vintage Graphic Tee,Dazzlesphere,21c36503-3ccf-4833-9b65-9113d3236d5a,Beauty,2025-09-06,25.99,Miřetice,Turner Inc,70204,90,,Compact air compressor for inflating tires and sports equipment.,251,Youtags
Reusable Silicone Food Storage Bags,Janyx,,Shoes,2025-04-18,,Əhmədbəyli,,2827,254,Eco-friendly bags for storing food without plastic waste.,Crispy and crunchy snack made from assorted vegetables.,290,Ntags
Avocados,Pixope,fa11dcb6-3697-4035-9211-fe6f1f5ea975,Tools,2025-01-14,1.5,Mambalan,,85215,201,"Fresh, creamy avocados ideal for salads and guacamole.",Creamy tahini made from ground sesame seeds.,190,Talane
Automatic Pet Feeder,Lajo,484b1b41-516f-46a6-8bd5-8ed2d62e4520,Books,2025-11-08,69.99,Saint-Quentin-en-Yvelines,Jacobson and Sons,42603,95,Programmable pet feeder for scheduled meals.,Foldable table for working with laptops anywhere.,280,Photobean
Handmade Leather Wallet,Gabspot,f0bebc91-4b90-4d3f-8d83-119380f9901f,Automotive,2025-12-23,49.99,Ramotswa,Grimes-Rowe,47905,48,High-quality leather wallet with multiple compartments.,"Savory hash made with sweet potatoes and kale, a perfect side dish.",110,Jetwire
Kale Salad with Lemon Dressing,Realpoint,bd9ed5cf-6407-4ddc-b11b-db4fe2eb6c5d,Games,2025-09-19,,Aucayacu,,85337,266,"Fresh kale salad with a zesty lemon dressing, great as a side dish.",A zero-calorie coconut oil spray for cooking and baking.,120,Roomm
Sweet BBQ Dipping Sauce,Geba,7ef2b0b8-e53a-4016-a2b9-3c025fb2b0b6,Toys,2025-01-12,3.49,Bor Tungge,Mayert Inc,30384,297,Perfectly balanced sweet and tangy BBQ sauce for dipping or grilling.,Indoor putting green for practicing your putting skills.,156,
Action Camera,Photospace,ad587bda-9143-414e-a0b1-49912d2ec520,Tools,2025-04-16,199.99,Bazzāryah,,,151,Compact action camera for capturing adventures.,,10,
Pet Training Clicker,Eabox,f2e7a01f-7dac-4ec9-9345-9eccbf3615f5,Electronics,2025-03-24,5.99,Baihe,Marquardt-Farrell,35429,203,Simple tool to train your pet with positive reinforcement.,Portable rechargeable warmer for cold days.,16,InnoZ
Pumpkin Pancake Mix,Meejo,b70ab8e3-793a-4023-be78-f61ffd16a258,Beauty,2025-05-30,4.19,Emplak,,11391,205,Easy-to-make pancake mix with pumpkin spice flavor.,,226,Wikibox
Herbal Garden Starter Kit,Youspan,bffaec00-d8f5-4793-a647-f3e8bf15eeac,Games,2025-12-01,24.99,Koudougou,"Gutmann, Franecki and Hane",69077,260,Indoor gardening kit with herbs and pots.,DIY projector that magnifies your smartphone screen for movie nights.,165,Jaxspan
Vegetarian Sausage Links,Rhynoodle,af69b076-ef37-4b14-89a7-6c7692016b1e,Clothing,2025-08-30,5.89,Telbang,"McDermott, McGlynn and Hartmann",,29,Plant-based sausage links with spices and herbs.,"Crunchy tortilla chips with a hint of sea salt, great with dips.",163,Voolia
Snap-On Tupperware Set,Oyonder,4008710f-b5fc-4e7a-8929-1002d9bece9b,Games,2025-09-09,34.99,Piran,"Braun, O'Connell and Cremin",84206,44,Durable and versatile food storage containers.,A blend of peach and mango for a tropical smoothie.,2,Photofeed
Sweet Corn Fritters,Thoughtblab,c018ef55-dbfb-46f5-8280-f8148b37c32d,Clothing,2025-11-22,4.49,Rettikhovka,Okuneva-Kilback,74877,5,,Spicy seasoning mix for all your favorite dishes.,292,Dynava
Almond Butter Cookies,,59f1f823-8658-46b5-8ccf-bd10dd0fd858,Baby,2025-06-17,4.49,Newport,Stiedemann-Stamm,,271,,Fresh sushi rolls filled with a variety of vegetables.,270,
Tea Set with Infuser,Gigabox,53275436-e59d-4e83-9ddb-ea45c810c1c5,Music,2025-04-02,34.99,Wangong,Skiles LLC,29122,166,Elegant tea set that includes an infuser for brewing.,,176,Kare
Smartphone Holder for Car,Edgeclub,94235f28-82e2-4786-b059-e7deed1a9960,Shoes,2025-07-04,14.99,Andalan,Aufderhar LLC,,22,Secure phone mount for your vehicle's dashboard.,Classic marinara sauce for all pasta dishes.,,Centimia
Fall-Themed Table Runner,Agivu,4c1dd32e-9c6f-4084-a3b7-10c4b29cbf59,Electronics,2025-03-04,19.99,Shuigou’ao,"Johnston, Fahey and McGlynn",,250,Decorative table runner perfect for autumn gatherings.,Durable cover to protect your grill from the elements.,,BlogXS
Dish Rack,Feedfire,01201fcd-2c14-4465-8f73-52d27face19c,Grocery,2025-07-21,,Dūkštas,,55363,185,Collapsible dish rack for kitchen countertop use.,Smoky and sweet BBQ sauce for grilling and dipping.,20,Gigabox
Coconut Milk Yogurt,Mynte,,Industrial,2025-12-24,2.99,Ayolas,Schiller Inc,25460,108,Creamy yogurt made with coconut milk,Suction cup bird feeder for close-up bird watching.,135,Mymm
Puzzle,Eire,,Electronics,2025-05-28,27.99,Wailebe,,36520,157,Challenging 1000-piece jigsaw puzzle for all ages.,Borosilicate glass water bottle with silicone sleeve.,290,Blogtag
Cotton Basic Tank,Devcast,9139e35d-ff59-4820-ab1d-60fed4ca34f7,Computers,2025-07-07,,Banyuurip,Rohan-Hudson,,163,"Essential cotton tank top, perfect for layering.",Cordless electric screwdriver for home projects.,41,Zoombeat
Dog Training Clicker,Photospace,24b20d68-99af-4f02-a6ed-1ead39a09636,Games,2025-08-27,5.99,,"Hansen, Greenholt and Hodkiewicz",89646,282,Training tool for reinforcing commands and behavior in dogs.,"Sweet and juicy strawberries, perfect for desserts.",30,Brainverse
Raisin Cinnamon Granola,,,Computers,2025-11-24,,Nelazskoye,"Bayer, Herman and Dibbert",24983,150,Crunchy granola with raisins and cinnamon for a delightful breakfast.,Tangy and crunchy dill pickles.,211,Kayveo
Electric Skillet,Edgepulse,cf9ce0f9-4951-4cc0-90a6-03d0b53e1572,Industrial,2025-01-19,49.99,Conchagua,,73682,87,Versatile electric skillet for stir-frying and searing.,Color-changing 3D night light for kids' rooms.,240,Twitterwire
Ricotta Cheese,JumpXS,1776c428-c3ff-4d92-8407-ee56466967f4,Books,2025-08-31,4.99,Paatan,,81259,115,"Creamy ricotta cheese, great for cooking or making desserts.","Instant oats with a savory twist, such as herbs and spices.",159,Gabtune
Kitchen Knife Sharpening System,Zoonoodle,bd900a96-6b91-4a02-81b2-bcf5e8ef3c46,Shoes,2025-02-04,39.99,Ambositra,"Kihn, Schiller and Connelly",85826,9,Professional sharpening system for kitchen knives.,Sleek wireless charging pad for smartphones.,81,Latz
Garden Hose Reel,Shufflester,01587df3-f029-4d64-8a51-c477fd8b0346,Electronics,2025-08-14,49.99,Jurak Lao’,Dicki-Crist,55905,79,Compact hose reel to keep your garden tidy.,,12,Pixonyx
Herbal Tea Set,Jetwire,,Clothing,2025-06-14,19.99,Pamiątkowo,Frami-Cormier,99688,221,Assorted herbal tea bags for relaxation and wellness.,Compact air compressor for inflating tires and sports equipment.,239,Rhyzio
Magnetic Phone Case,Youspan,916c1121-3231-41fa-b848-541514757df9,Home,2025-11-07,19.99,Chlumec nad Cidlinou,"Keeling, Leannon and Fay",74025,248,Stylish case with magnetic closure for smartphones.,Safe and easy-to-use nail clippers for pets.,125,Tambee
Spicy Beef Taco Mix,Linkbridge,,Industrial,2025-10-27,,Sanjiang,Stiedemann-Reichert,,14,Easy mix for making spicy beef tacos.,"Juicy chicken breast stuffed with spinach and feta cheese, seasoned to perfection.",43,Innotype
Ultraviolet Phone Sanitizer,Bluezoom,c1355bde-f96a-461e-9b21-8a6780064eb9,Kids,2025-12-24,,Jianchang,Fadel Inc,,272,UV sanitizer that kills germs on your smartphone.,Leak-proof cooler bag ideal for picnics and camping.,255,Trupe
Silicone Baking Molds,Eire,97d7251a-db8e-47c3-b3ad-f0f9600bcd04,Clothing,2025-03-03,,,,3536,56,Set of flexible molds for baking cakes and pastries.,"Frozen berries blend perfect for smoothies, just add yogurt.",300,Skimia
Kids' Craft Supplies Set,,97dd66fb-75ec-4b9d-8e9a-541495c2240b,Industrial,2025-11-13,24.99,Guantánamo,Wehner Inc,,133,Variety pack of craft supplies for kids' projects.,Versatile puff pastry for pies and pastries.,206,Topicshots
Sports Windbreaker,Trudoo,cdea80e1-88e3-4d70-be58-2f5793aaee2a,Automotive,2025-02-20,44.99,,Rogahn Inc,6002,61,Lightweight windbreaker for outdoor activities.,Nutritious and hearty pasta made from whole wheat flour.,111,Gabvine
Decorative Throw Pillows,BlogXS,,Grocery,2025-04-24,29.99,Maicao,Hermiston-Hettinger,83506,154,Set of stylish throw pillows for home decor.,Supportive pillow designed for a good night's sleep.,78,Ntag
Inspirational Wall Art,Vimbo,403601d1-8e96-477f-8019-5aa753c026ae,Jewelry,2025-12-04,24.99,,Klein-Wisoky,50068,136,Quote wall art to inspire and motivate.,"Canned beans with chili sauce, perfect for chili dishes.",138,Buzzdog
Wi-Fi Enabled Smart Light Switch,Meezzy,331595bf-aded-42bc-b040-f62b9f53ce78,Home,2025-11-11,,Conceição do Coité,,71345,235,Control your lights remotely with a smartphone app.,Flexible tray for easy-release ice cubes.,15,Snaptags
Raspberry Tart,Rhynyx,,Movies,2025-08-07,5.49,,,76944,228,A delicious tart filled with fresh raspberry filling.,Durable backpack with ample storage for outdoor adventures.,94,Skyvu
Electric Wax Warmer,Cogidoo,,Toys,2026-01-28,22.99,Paris La Défense,DuBuque LLC,,217,Wax warmer for creating a soothing atmosphere with fragrances.,,293,Rhyzio
Pineapple Salsa,Tavu,,Books,2025-02-07,4.29,Karanganyar,"Cruickshank, Wolf and Mertz",21320,120,,A warm and stylish puffer coat perfect for winter weather.,48,Livetube
